"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"6257",6257,28,"Private","12th",8,"Never-married","White","Male",40,"<=50K"
"6258",6258,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6259",6259,43,"Private","Masters",14,"Divorced","White","Male",40,"<=50K"
"6260",6260,52,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",60,">50K"
"6261",6261,53,"Self-emp-not-inc","11th",7,"Divorced","White","Male",60,"<=50K"
"6262",6262,57,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6263",6263,45,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6264",6264,45,"Private","Masters",14,"Divorced","Amer-Indian-Eskimo","Female",36,"<=50K"
"6265",6265,34,"Private","10th",6,"Married-civ-spouse","White","Male",35,"<=50K"
"6266",6266,44,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"6267",6267,25,"Private","9th",5,"Never-married","White","Male",40,"<=50K"
"6268",6268,27,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"6269",6269,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6270",6270,61,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6271",6271,52,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"6272",6272,19,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"6273",6273,53,"Private","5th-6th",3,"Never-married","Asian-Pac-Islander","Female",50,"<=50K"
"6274",6274,55,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6275",6275,37,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6276",6276,51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"6277",6277,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"6278",6278,45,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"6279",6279,64,"State-gov","Doctorate",16,"Widowed","Black","Male",50,">50K"
"6280",6280,56,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"6281",6281,56,"Private","Some-college",10,"Widowed","White","Female",40,"<=50K"
"6282",6282,38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",78,"<=50K"
"6283",6283,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6284",6284,29,"Local-gov","Masters",14,"Never-married","White","Male",50,"<=50K"
"6285",6285,33,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"6286",6286,35,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"6287",6287,25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"6288",6288,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"6289",6289,28,"Private","Masters",14,"Never-married","Asian-Pac-Islander","Female",36,"<=50K"
"6290",6290,67,"Private","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"6291",6291,22,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"6292",6292,23,"State-gov","12th",8,"Never-married","White","Male",20,"<=50K"
"6293",6293,22,"Private","Some-college",10,"Never-married","Black","Male",35,"<=50K"
"6294",6294,68,"Private","Some-college",10,"Widowed","White","Male",10,"<=50K"
"6295",6295,31,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"6296",6296,51,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"6297",6297,64,"Private","Masters",14,"Married-civ-spouse","White","Male",20,">50K"
"6298",6298,35,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"6299",6299,26,"Private","Masters",14,"Never-married","Black","Female",40,"<=50K"
"6300",6300,42,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6301",6301,20,"Federal-gov","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Female",25,"<=50K"
"6302",6302,46,"Self-emp-inc","HS-grad",9,"Divorced","White","Female",60,"<=50K"
"6303",6303,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"6304",6304,51,"Private","10th",6,"Widowed","White","Female",40,"<=50K"
"6305",6305,34,"Private","Prof-school",15,"Married-civ-spouse","White","Male",65,">50K"
"6306",6306,50,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"6307",6307,48,"Self-emp-not-inc","Bachelors",13,"Divorced","White","Male",60,"<=50K"
"6308",6308,51,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6309",6309,27,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"6310",6310,28,"Private","Some-college",10,"Married-civ-spouse","White","Male",30,"<=50K"
"6311",6311,37,"Private","Some-college",10,"Married-civ-spouse","White","Male",46,"<=50K"
"6312",6312,39,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"6313",6313,22,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"6314",6314,28,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6315",6315,38,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6316",6316,41,"Private","Bachelors",13,"Married-spouse-absent","White","Female",60,">50K"
"6317",6317,41,"Private","Masters",14,"Divorced","White","Female",30,"<=50K"
"6318",6318,36,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"6319",6319,24,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"6320",6320,24,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"6321",6321,28,"Private","11th",7,"Separated","White","Male",40,"<=50K"
"6322",6322,28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"6323",6323,49,"Private","HS-grad",9,"Never-married","White","Male",38,"<=50K"
"6324",6324,17,"Private","11th",7,"Never-married","White","Male",10,"<=50K"
"6325",6325,54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"6326",6326,41,"Private","Assoc-acdm",12,"Never-married","White","Female",45,"<=50K"
"6327",6327,35,"Local-gov","Masters",14,"Never-married","White","Female",25,"<=50K"
"6328",6328,18,"Private","11th",7,"Never-married","White","Male",23,"<=50K"
"6329",6329,42,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"6330",6330,60,"Private","HS-grad",9,"Divorced","White","Female",40,">50K"
"6331",6331,49,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",84,"<=50K"
"6332",6332,57,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,"<=50K"
"6333",6333,43,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"6334",6334,37,"Private","Bachelors",13,"Married-spouse-absent","White","Female",40,"<=50K"
"6335",6335,20,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"6336",6336,57,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"6337",6337,24,"Private","Assoc-acdm",12,"Never-married","White","Female",35,"<=50K"
"6338",6338,20,"Self-emp-inc","Some-college",10,"Never-married","White","Female",40,"<=50K"
"6339",6339,42,"Local-gov","Assoc-voc",11,"Divorced","White","Female",36,"<=50K"
"6340",6340,81,"Private","Prof-school",15,"Married-civ-spouse","White","Male",2,">50K"
"6341",6341,21,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6342",6342,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6343",6343,39,"Private","Bachelors",13,"Separated","White","Female",50,">50K"
"6344",6344,41,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"6345",6345,32,"Private","5th-6th",3,"Married-civ-spouse","Other","Male",45,">50K"
"6346",6346,48,"Private","1st-4th",2,"Married-civ-spouse","White","Male",40,"<=50K"
"6347",6347,50,"Private","9th",5,"Divorced","White","Female",40,"<=50K"
"6348",6348,26,"Private","Some-college",10,"Never-married","White","Male",64,"<=50K"
"6349",6349,54,"Private","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"6350",6350,59,"Federal-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"6351",6351,38,"Self-emp-inc","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"6352",6352,53,"Private","HS-grad",9,"Divorced","Black","Male",40,"<=50K"
"6353",6353,42,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"6354",6354,53,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"6355",6355,18,"State-gov","Some-college",10,"Never-married","White","Female",20,"<=50K"
"6356",6356,56,"Private","Some-college",10,"Divorced","White","Male",60,">50K"
"6357",6357,28,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"6358",6358,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6359",6359,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6360",6360,36,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",44,">50K"
"6361",6361,31,"Private","HS-grad",9,"Separated","White","Male",70,"<=50K"
"6362",6362,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"6363",6363,46,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"6364",6364,31,"Private","HS-grad",9,"Married-civ-spouse","White","Female",36,"<=50K"
"6365",6365,41,"Private","10th",6,"Divorced","White","Female",40,"<=50K"
"6366",6366,28,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",18,"<=50K"
"6367",6367,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"6368",6368,28,"Private","HS-grad",9,"Married-spouse-absent","White","Female",40,"<=50K"
"6369",6369,42,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",43,">50K"
"6370",6370,47,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",44,"<=50K"
"6371",6371,63,"Local-gov","Bachelors",13,"Widowed","White","Female",48,"<=50K"
"6372",6372,39,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6373",6373,23,"Private","Assoc-acdm",12,"Never-married","White","Female",40,"<=50K"
"6374",6374,41,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"6375",6375,31,"Private","Bachelors",13,"Never-married","White","Male",52,"<=50K"
"6376",6376,52,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"6377",6377,64,"Self-emp-not-inc","Masters",14,"Never-married","White","Female",30,"<=50K"
"6378",6378,62,"Private","Bachelors",13,"Married-civ-spouse","White","Male",20,">50K"
"6379",6379,48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",35,">50K"
"6380",6380,18,"Private","Some-college",10,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"6381",6381,46,"Private","HS-grad",9,"Divorced","White","Female",33,"<=50K"
"6382",6382,29,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"6383",6383,44,"Private","HS-grad",9,"Never-married","Black","Male",35,"<=50K"
"6384",6384,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6385",6385,60,"Private","Assoc-voc",11,"Widowed","White","Female",45,"<=50K"
"6386",6386,24,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"6387",6387,61,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"6388",6388,34,"Private","11th",7,"Never-married","White","Female",65,"<=50K"
"6389",6389,30,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"6390",6390,36,"Local-gov","Assoc-acdm",12,"Never-married","Black","Male",40,"<=50K"
"6391",6391,45,"State-gov","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"6392",6392,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"6393",6393,47,"Self-emp-not-inc","Prof-school",15,"Never-married","White","Male",20,"<=50K"
"6394",6394,37,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,">50K"
"6395",6395,35,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"6396",6396,23,"Private","12th",8,"Never-married","White","Male",60,"<=50K"
"6397",6397,34,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"6398",6398,27,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"6399",6399,44,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"6400",6400,44,"Private","Masters",14,"Never-married","White","Male",40,">50K"
"6401",6401,20,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"6402",6402,30,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6403",6403,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,">50K"
"6404",6404,28,"Private","5th-6th",3,"Never-married","White","Male",40,"<=50K"
"6405",6405,35,"Private","10th",6,"Divorced","White","Female",38,"<=50K"
"6406",6406,41,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"6407",6407,33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"6408",6408,33,"Local-gov","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"6409",6409,36,"State-gov","HS-grad",9,"Widowed","White","Female",8,"<=50K"
"6410",6410,25,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"6411",6411,19,"State-gov","HS-grad",9,"Never-married","White","Female",18,"<=50K"
"6412",6412,53,"Private","Bachelors",13,"Married-civ-spouse","White","Female",48,">50K"
"6413",6413,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"6414",6414,40,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",45,">50K"
"6415",6415,27,"Private","Bachelors",13,"Never-married","White","Male",55,"<=50K"
"6416",6416,50,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"6417",6417,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"6418",6418,36,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"6419",6419,48,"Private","7th-8th",4,"Divorced","White","Male",40,"<=50K"
"6420",6420,48,"Self-emp-not-inc","Some-college",10,"Divorced","White","Female",53,"<=50K"
"6421",6421,43,"Private","Some-college",10,"Divorced","White","Male",42,"<=50K"
"6422",6422,76,"Local-gov","10th",6,"Divorced","Black","Male",20,"<=50K"
"6423",6423,23,"Private","HS-grad",9,"Never-married","Black","Female",55,"<=50K"
"6424",6424,29,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"6425",6425,57,"Private","5th-6th",3,"Divorced","White","Female",40,"<=50K"
"6426",6426,62,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",6,"<=50K"
"6427",6427,26,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"6428",6428,42,"Local-gov","Bachelors",13,"Divorced","White","Female",55,"<=50K"
"6429",6429,36,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Female",31,">50K"
"6430",6430,43,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",75,"<=50K"
"6431",6431,28,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"6432",6432,33,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"6433",6433,48,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"6434",6434,32,"Private","Prof-school",15,"Married-AF-spouse","White","Female",60,">50K"
"6435",6435,30,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"6436",6436,18,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"6437",6437,58,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",70,">50K"
"6438",6438,52,"Federal-gov","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"6439",6439,25,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"6440",6440,39,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"6441",6441,39,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"6442",6442,18,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"6443",6443,55,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6444",6444,26,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",75,">50K"
"6445",6445,21,"Private","Some-college",10,"Never-married","White","Female",10,"<=50K"
"6446",6446,19,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"6447",6447,21,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"6448",6448,36,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"6449",6449,42,"Private","7th-8th",4,"Divorced","White","Female",40,"<=50K"
"6450",6450,40,"Private","Assoc-voc",11,"Divorced","White","Female",35,"<=50K"
"6451",6451,35,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"6452",6452,31,"Private","11th",7,"Never-married","White","Male",30,"<=50K"
"6453",6453,45,"Private","HS-grad",9,"Widowed","White","Male",65,"<=50K"
"6454",6454,52,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6455",6455,23,"Private","Assoc-acdm",12,"Never-married","White","Female",35,"<=50K"
"6456",6456,29,"Private","11th",7,"Separated","Black","Female",40,"<=50K"
"6457",6457,42,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",45,">50K"
"6458",6458,61,"Federal-gov","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"6459",6459,58,"Private","7th-8th",4,"Separated","White","Female",24,"<=50K"
"6460",6460,47,"Private","HS-grad",9,"Never-married","White","Female",65,">50K"
"6461",6461,31,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"6462",6462,53,"Private","Bachelors",13,"Married-civ-spouse","White","Male",80,"<=50K"
"6463",6463,34,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"6464",6464,62,"Local-gov","Some-college",10,"Divorced","Amer-Indian-Eskimo","Male",40,"<=50K"
"6465",6465,23,"Private","Some-college",10,"Never-married","Other","Female",35,"<=50K"
"6466",6466,47,"Private","Masters",14,"Never-married","White","Female",40,">50K"
"6467",6467,59,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"6468",6468,17,"Private","10th",6,"Never-married","White","Female",30,"<=50K"
"6469",6469,40,"Local-gov","Bachelors",13,"Divorced","Amer-Indian-Eskimo","Female",40,"<=50K"
"6470",6470,38,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",47,"<=50K"
"6471",6471,45,"Private","Some-college",10,"Divorced","White","Male",50,"<=50K"
"6472",6472,46,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6473",6473,57,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"6474",6474,22,"State-gov","Assoc-voc",11,"Never-married","White","Male",10,"<=50K"
"6475",6475,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6476",6476,42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
